	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	time_unit_intervention	value_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('general', 'group_count')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('medication', 'choice')	('medication', 'count')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('overnight fast', 'choice')	('overnight fast', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('obese', 'choice')	('obese', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('medication type', 'choice')	('medication type', 'count')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
31	plasma	paraxanthine/caffeine	ratio	-	1402			640.0	[None, '3.40e-02', '4.30e-02', '5.30e-02', '1.01e-01', '1.53e-01', '2.10e-01', '2.67e-01', '3.50e-01', '4.20e-01', '5.76e-01', '6.74e-01', '6.82e-01']	[None, None, None, None, '1.33e-02', '1.74e-02', '2.37e-02', '2.97e-02', '3.10e-02', '4.30e-02', '5.85e-02', '1.18e-01', '1.47e-01']	[None, None, None, None, '4.16e-01', '3.59e-01', '3.57e-01', '3.52e-01', '2.80e-01', '3.24e-01', '3.21e-01', '5.53e-01', '6.82e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, None, '4.20e-02', '5.50e-02', '7.50e-02', '9.40e-02', '9.80e-02', '1.36e-01', '1.85e-01', '3.73e-01', '4.65e-01']	/media/data/Akinyinka2000_Fig1.png						dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	640	control	10	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
32	plasma	theobromine	cmax	µg/ml	1402			641.0	0.24	0.0285	0.375			0.09							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
33	plasma	theobromine	tmax	h	1402			641.0	12.4	2.18	0.556			6.9							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
34	plasma	theobromine	auc_inf	mg*h/l	1402			641.0	7.1	1.08	0.479			3.4							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
35	plasma	theobromine	thalf	h	1402			641.0	17.4	3.67	0.667			11.6							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
36	plasma	caffeine	cmax	µg/ml	1402			641.0	4.9	0.569	0.36700000000000005			1.8							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
37	plasma	caffeine	tmax	h	1402			641.0	1.3	0.379	0.9229999999999999			1.2							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
38	plasma	caffeine	auc_inf	mg*h/l	1402			641.0	74.7	12.6	0.531			39.7							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
39	plasma	caffeine	thalf	h	1402			641.0	9.5	1.64	0.547			5.2							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
40	plasma	caffeine	clearance	l/h/kg	1402			641.0	0.14400000000000002	0.0379	0.833			0.12							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
41	plasma	paraxanthine	cmax	µg/ml	1402			641.0	0.9	0.126	0.444			0.4							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
42	plasma	paraxanthine	tmax	h	1402			641.0	11.4	2.25	0.623			7.1							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
43	plasma	paraxanthine	auc_inf	mg*h/l	1402			641.0	23.8	3.6	0.479			11.4							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
44	plasma	paraxanthine	thalf	h	1402			641.0	11.6	1.68	0.457			5.3							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
45	plasma	theophylline	cmax	µg/ml	1402			641.0	0.14	0.0285	0.643			0.09							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
46	plasma	theophylline	tmax	h	1402			641.0	13.8	2.31	0.529			7.3							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
47	plasma	theophylline	auc_inf	mg*h/l	1402			641.0	6.1	1.3	0.672			4.1							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
48	plasma	theophylline	thalf	h	1402			641.0	17.7	1.52	0.271			4.8							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
49	plasma	caffeine	concentration	µg/ml	1402			641.0	['1.10e-02', '2.95e+00', '4.14e+00', '4.38e+00', '4.20e+00', '4.03e+00', '4.16e+00', '3.82e+00', '3.41e+00', '2.86e+00', '2.32e+00', '1.02e+00', '4.00e-01']	[None, None, None, '2.97e-01', '2.87e-01', '2.77e-01', '2.67e-01', '2.47e-01', '2.47e-01', '1.40e-01', '2.00e-01', '1.07e-01', '6.99e-02']	[None, None, None, '2.14e-01', '2.16e-01', '2.17e-01', '2.03e-01', '2.04e-01', '2.29e-01', '1.55e-01', '2.72e-01', '3.31e-01', '5.52e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, '9.38e-01', '9.07e-01', '8.75e-01', '8.44e-01', '7.80e-01', '7.80e-01', '4.43e-01', '6.33e-01', '3.37e-01', '2.21e-01']	/media/data/Akinyinka2000_Fig1.png	68.18755	0.06736722866531171				dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
50	plasma	paraxanthine	concentration	µg/ml	1402			641.0	['0.00e+00', '9.60e-02', '1.77e-01', '2.15e-01', '2.64e-01', '2.99e-01', '5.10e-01', '6.32e-01', '7.19e-01', '7.33e-01', '8.36e-01', '5.54e-01', '2.13e-01']	[None, '1.45e-02', '1.39e-02', '2.47e-02', '2.75e-02', '2.85e-02', '3.32e-02', '5.41e-02', '4.30e-02', '4.68e-02', '5.69e-02', '4.40e-02', '2.66e-02']	[None, '4.79e-01', '2.49e-01', '3.63e-01', '3.30e-01', '3.01e-01', '2.06e-01', '2.71e-01', '1.89e-01', '2.02e-01', '2.15e-01', '2.51e-01', '3.94e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, '4.60e-02', '4.40e-02', '7.80e-02', '8.70e-02', '9.00e-02', '1.05e-01', '1.71e-01', '1.36e-01', '1.48e-01', '1.80e-01', '1.39e-01', '8.40e-02']	/media/data/Akinyinka2000_Fig1.png	20.30755	0.05697235197396985				dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
51	plasma	paraxanthine/caffeine	ratio	-	1402			641.0	[None, '3.20e-02', '4.30e-02', '4.90e-02', '6.30e-02', '7.40e-02', '1.23e-01', '1.66e-01', '2.11e-01', '2.56e-01', '3.60e-01', '5.43e-01', '5.33e-01']	[None, None, None, '6.64e-03', '7.91e-03', '8.85e-03', '1.11e-02', '1.77e-02', '1.99e-02', '2.06e-02', '3.95e-02', '7.15e-02', '1.15e-01']	[None, None, None, '4.29e-01', '3.97e-01', '3.78e-01', '2.85e-01', '3.37e-01', '2.99e-01', '2.54e-01', '3.47e-01', '4.16e-01', '6.81e-01']	h	['0.00e+00', '2.00e-01', '4.00e-01', '7.00e-01', '1.00e+00', '2.00e+00', '3.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.20e+01', '2.40e+01', '3.60e+01']	[None, None, None, '2.10e-02', '2.50e-02', '2.80e-02', '3.50e-02', '5.60e-02', '6.30e-02', '6.50e-02', '1.25e-01', '2.26e-01', '3.63e-01']	/media/data/Akinyinka2000_Fig1.png						dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	641	malaria	10	homo sapiens	28	N	10.0			10.0	0.159	20.0	15.7		12.0	2.5	0.7909999999999999	yr	10.0	0.32899999999999996	58.0	45.3		25.0	14.9	4.71	kg			N	28								african	28												plasmodium falciparum	10.0																																																																																																																																																																								
52	plasma	caffeine	cmax	µg/ml	1402			642.0	5.8	1.13	0.552			3.2							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
53	saliva	caffeine	cmax	µg/ml	1402			642.0	4.8	2.83	1.67			8.0							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
54	plasma	caffeine	tmax	h	1402			642.0	1.5	0.636	1.2			1.8							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
55	saliva	caffeine	tmax	h	1402			642.0	1.3	0.354	0.769			1.0							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
56	plasma	caffeine	auc_inf	mg*h/l	1402			642.0	51.9	9.51	0.518			26.9							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
57	saliva	caffeine	auc_inf	mg*h/l	1402			642.0	35.5	6.68	0.532			18.9							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
58	plasma	caffeine	thalf	h	1402			642.0	6.0	0.601	0.28300000000000003			1.7							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
59	saliva	caffeine	thalf	h	1402			642.0	7.1	1.34	0.535			3.8							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
60	plasma	caffeine	clearance	l/h/kg	1402			642.0	0.10800000000000001	0.0148	0.389			0.042							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
61	saliva	caffeine	clearance	l/h/kg	1402			642.0	0.168	0.0255	0.429			0.072							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
62	plasma	paraxanthine	cmax	µg/ml	1402			642.0	1.5	0.212	0.4			0.6							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
63	saliva	paraxanthine	cmax	µg/ml	1402			642.0	1.0	0.141	0.4			0.4							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
64	plasma	paraxanthine	tmax	h	1402			642.0	7.0	1.2	0.486			3.4							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
65	saliva	paraxanthine	tmax	h	1402			642.0	8.0	0.99	0.35			2.8							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
66	plasma	paraxanthine	auc_inf	mg*h/l	1402			642.0	29.1	3.32	0.32299999999999995			9.4							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
67	saliva	paraxanthine	auc_inf	mg*h/l	1402			642.0	16.8	3.5	0.589			9.9							dosing	oral	mg	caffeine	h	300.0	0.0							Akinyinka2000	642	healthy subjects	8	homo sapiens	28	Y	10.0			10.0	0.237	40.0	32.1		18.0	7.6	2.4	yr	10.0	0.20600000000000002	82.0	59.8		38.0	12.3	3.89	kg	N	10	N	28	kola nuts	10						african	28																																					Y	10.0																																																																																																																																															
